,Data,Min_Points,Run,DBCV,DISCO,Silhouette,DCSI,CVDD,CDBW,SDBW,Time_DBCV,Time_DISCO,Time_Silhouette,Time_DCSI,Time_CVDD,Time_CDBW,Time_SDBW
0,synthetic_2_2,1,0,0.6394856305065095,0.4271989333564238,0.4221919168330032,0.6927595628286535,0,1.912367526164501e-06,0.733740464488279,0.393537,0.9836900000000001,0.556638,0.5298769999999999,0.19220400000000026,0.08310600000000035,0.013970999999999734
1,synthetic_2_2,2,0,0.6394856305065095,0.4271989333564237,0.4221919168330032,0.7279139028809983,0,1.912367526164501e-06,0.733740464488279,0.40355599999999997,1.347078,0.753282,1.4103560000000002,0.21611099999999972,0.0854140000000001,0.01395200000000063
2,synthetic_2_2,3,0,0.6394856305065095,0.4041090835914154,0.4221919168330032,0.70364248528849,0,1.912367526164501e-06,0.733740464488279,0.37257399999999996,1.21325,0.6516750000000002,0.6563949999999998,0.2188349999999999,0.0861860000000001,0.017291999999999863
3,synthetic_2_2,4,0,0.6394856305065095,0.3785725590403661,0.4221919168330032,0.6939549919701665,0,1.912367526164501e-06,0.733740464488279,0.395541,0.986091,0.48211800000000005,0.6850719999999997,0.20090999999999992,0.09626599999999996,0.013666999999999874
4,synthetic_2_2,5,0,0.6394856305065095,0.3570225596304159,0.4221919168330032,0.6904834360997617,0,1.912367526164501e-06,0.733740464488279,0.386137,0.8772589999999999,0.8455729999999997,0.8815740000000001,0.21289099999999994,0.07589999999999986,0.013977000000000128
5,synthetic_2_2,6,0,0.6394856305065095,0.33947281308045696,0.4221919168330032,0.6904834360997617,0,1.912367526164501e-06,0.733740464488279,0.364763,1.343965,0.5384119999999999,0.697708,0.2113290000000001,0.09509100000000004,0.014089999999999936
6,synthetic_2_2,7,0,0.6394856305065095,0.324695003025417,0.4221919168330032,0.6920422938960631,0,1.912367526164501e-06,0.733740464488279,0.358035,0.793184,0.622914,0.7512159999999999,0.19166399999999983,0.073928,0.013577999999999868
7,synthetic_2_2,8,0,0.6394856305065095,0.31153763275487595,0.4221919168330032,0.6883285156903455,0,1.912367526164501e-06,0.733740464488279,0.378623,0.789323,0.609246,0.7410140000000001,0.22104100000000004,0.07992700000000008,0.017571000000000225
8,synthetic_2_2,9,0,0.6394856305065095,0.3003111153817414,0.4221919168330032,0.6862149698353612,0,1.912367526164501e-06,0.733740464488279,0.381571,0.8798090000000001,0.5278800000000001,0.7352609999999999,0.21349300000000015,0.07872699999999977,0.01355900000000032
9,synthetic_2_2,10,0,0.6394856305065095,0.29012780917867403,0.4221919168330032,0.6883285156903455,0,1.912367526164501e-06,0.733740464488279,0.353755,1.150749,0.883135,0.7394410000000002,0.19009900000000002,0.080727,0.016474999999999795
10,synthetic_2_2,15,0,0.6394856305065095,0.24979032289406428,0.4221919168330032,0.6711541069221145,0,1.912367526164501e-06,0.733740464488279,0.283565,1.601433,0.5847779999999998,0.753781,0.18667800000000012,0.07164500000000018,0.013494000000000117
11,synthetic_2_2,20,0,0.6394856305065095,0.21900833439650785,0.4221919168330032,0.6646450886603456,0,1.912367526164501e-06,0.733740464488279,0.310842,1.54652,0.6435770000000001,1.1053439999999997,0.18340900000000016,0.06953399999999998,0.013063999999999965
12,synthetic_2_2,25,0,0.6394856305065095,0.19366817796042934,0.4221919168330032,0.6646450886603456,0,1.912367526164501e-06,0.733740464488279,0.27097099999999996,1.4211559999999999,0.9081999999999999,0.9193799999999999,0.18876800000000005,0.07581999999999978,0.013335000000000097
13,synthetic_2_2,30,0,0.6394856305065095,0.1724446547599211,0.4221919168330032,0.6548029108575398,0,1.912367526164501e-06,0.733740464488279,0.31012199999999995,1.26883,0.7475560000000001,0.8916919999999999,0.1895030000000002,0.06936000000000009,0.013157000000000085
14,synthetic_2_2,40,0,0.6394856305065095,0.1363307917395459,0.4221919168330032,0.6548029108575398,0,1.912367526164501e-06,0.733740464488279,0.353862,1.455566,0.6644050000000001,1.3519159999999997,0.18337800000000026,0.06759900000000041,0.013584999999999958
15,synthetic_2_2,45,0,0.6394856305065095,0.12086180524844911,0.4221919168330032,0.6548029108575398,0,1.912367526164501e-06,0.733740464488279,0.305207,1.615329,0.83246,1.2167689999999998,0.18472999999999962,0.06920099999999962,0.013464999999999172
16,synthetic_2_2,50,0,0.6394856305065095,0.10642812812250294,0.4221919168330032,0.6548029108575398,0,1.912367526164501e-06,0.733740464488279,0.271323,1.157071,0.43667199999999995,1.0946589999999998,0.18806600000000007,0.07403300000000002,0.0134660000000002
